#src,tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,Sectors,Created,Updated
spoc,394137592,00120.01,PC,4.446408,-66.358985,7.144,0.03,1332.082805,0.000707,11.535076,0.001035,8.555958,0.069027,2389.90616,28.935114,1,2018-09-05 18:34:19.650057+00:00,2018-09-05 18:34:19.669476+00:00
spoc,29344935,00109.01,PC,313.21548,-25.687338,13.18,0.019,1326.127529,0.001296,2.766737,0.000254,2.568721,0.112022,15691.95117,490.08105,1,2018-09-05 18:34:19.611683+00:00,2018-09-05 18:34:19.632485+00:00
spoc,207081058,00121.01,PC,331.867232,-41.815456,9.929,0.019,1336.139719,0.00037,14.775056,0.000529,5.449073,0.03672,14107.16966,98.28256,1,2018-09-05 18:34:19.536884+00:00,2018-09-05 18:34:19.557026+00:00
spoc,231702397,00122.01,PC,332.947,-58.9451,13.048,0.04,1329.121491,0.002308,5.077677,0.000878,1.155359,0.447793,6501.890778,781.0324,1,2018-09-05 18:34:19.499841+00:00,2018-09-05 18:34:19.519468+00:00
spoc,144065872,00105.01,PC,337.457199,-48.003087,9.48,0.02,1326.50599,0.000156,2.184659,2.3e-05,2.869426,0.012752,11836.69122,46.940147,1,2018-09-05 18:34:19.462352+00:00,2018-09-05 18:34:19.482234+00:00
spoc,290131778,00123.01,PC,319.6994,-26.616077,8.803,0.018,1325.375658,0.000473,3.308754,0.000101,5.634728,0.031274,3177.131896,28.132027,1,2018-09-05 18:34:19.425661+00:00,2018-09-05 18:34:19.445073+00:00
spoc,289793076,00108.01,PC,316.961466,-26.09666,13.096,0.017,1328.084864,0.000922,3.043839,0.000202,2.660993,0.073265,24143.22224,570.23517,1,2018-09-05 18:34:19.389030+00:00,2018-09-05 18:34:19.408372+00:00
spoc,238176110,00116.01,PC,357.84526,-70.152863,10.991,0.019,1326.689274,0.00026,2.798594,4.9e-05,2.366459,0.022664,16879.44984,101.11358,1,2018-09-05 18:34:19.315522+00:00,2018-09-05 18:34:19.334937+00:00
spoc,70440470,00126.01,PC,339.489337,-35.153982,12.725,0.018,1326.731043,0.000948,3.035381,0.000203,2.886722,0.077295,16740.83645,333.53653,1,2018-09-05 18:34:19.180428+00:00,2018-09-05 18:34:19.199796+00:00
spoc,391949880,00128.01,PC,79.522476,-80.964663,7.9,0.017,1328.129344,0.001912,4.940663,0.000654,2.202493,0.278214,398.563168,28.429855,1,2018-09-05 18:34:19.070311+00:00,2018-09-05 18:34:19.090165+00:00
spoc,97409519,00113.01,PC,332.714323,-30.749674,12.143,0.018,1327.053085,0.000623,3.372877,0.000147,2.63426,0.043644,17163.60419,212.40587,1,2018-09-05 18:34:19.033531+00:00,2018-09-05 18:34:19.053118+00:00
spoc,263003176,00130.01,PC,12.541184,-83.743964,7.426,0.019,1336.559583,0.002205,14.339928,0.003271,4.653356,0.530555,411.321986,24.453753,1,2018-09-05 18:34:18.958210+00:00,2018-09-05 18:34:18.977601+00:00
spoc,235037761,00131.01,PC,353.826767,-64.561769,9.737,0.018,1326.068952,0.000449,6.240662,0.000179,1.569129,0.040222,9113.476719,231.65656,1,2018-09-05 18:34:18.921779+00:00,2018-09-05 18:34:18.941120+00:00
spoc,89020549,00132.01,PC,338.39942,-43.436628,10.803,0.018,1326.903983,0.001768,2.109307,0.00025,2.068328,0.357938,1379.431961,84.67819,1,2018-09-05 18:34:18.884778+00:00,2018-09-05 18:34:18.904306+00:00
spoc,219338557,00133.01,PC,354.395739,-58.954636,9.883,0.018,1327.291396,0.002752,8.1952,0.001473,2.309555,0.457632,946.435776,82.18145,1,2018-09-05 18:34:18.847643+00:00,2018-09-05 18:34:18.867442+00:00
spoc,234994474,00134.01,PC,350.0313,-60.0652,9.169,0.019,1326.033176,0.001456,1.401461,0.000137,1.264937,0.207902,565.503282,37.851494,1,2018-09-05 18:34:18.810473+00:00,2018-09-05 18:34:18.830007+00:00
spoc,231663901,00101.01,PC,318.736981,-55.87178,12.352,0.034,1326.008874,0.000339,1.430401,3.2e-05,1.638765,0.026081,20452.53168,242.95233,1,2018-09-05 18:34:18.770767+00:00,2018-09-05 18:34:18.790103+00:00
spoc,267263253,00135.01,PC,7.328937,-76.304075,9.213,0.019,1325.783759,0.000208,4.126904,5.7e-05,4.492686,0.016126,10068.55437,33.41181,1,2018-09-05 18:34:18.552016+00:00,2018-09-05 18:34:18.685894+00:00
spoc,410153553,00136.01,PC,340.4921,-69.169,11.877,0.064,1325.72603,0.000322,0.46291,1.1e-05,0.520794,0.106125,4681.643995,178.9042,1,2018-09-05 18:34:18.463182+00:00,2018-09-05 18:34:18.483006+00:00
spoc,176957796,00137.01,PC,101.297297,-66.238034,10.642,0.018,1327.369003,0.004306,4.819018,0.001436,3.035372,0.275922,1803.249732,160.64334,1,2018-09-05 18:34:18.426625+00:00,2018-09-05 18:34:18.446011+00:00
spoc,231670397,00104.01,PC,319.949611,-58.148876,9.848,0.018,1327.673462,0.000842,4.087445,0.000239,5.59014,0.066407,3586.196984,48.80403,1,2018-09-05 18:34:18.389749+00:00,2018-09-05 18:34:18.409057+00:00
spoc,277683130,00138.01,PC,328.926194,-61.673286,9.534,0.018,1328.058635,0.000797,6.198041,0.000348,2.176782,0.055149,3722.005937,195.5,1,2018-09-05 18:34:18.315824+00:00,2018-09-05 18:34:18.335298+00:00
spoc,62483237,00139.01,PC,336.402307,-34.909623,9.295,0.02,1334.896388,0.001811,11.058421,0.00257,2.136519,0.327214,1367.122742,100.4967,1,2018-09-05 18:34:18.279494+00:00,2018-09-05 18:34:18.298664+00:00
spoc,92352620,00107.01,PC,313.783108,-34.135572,9.639,0.019,1328.29934,0.000307,3.950054,8.8e-05,4.557506,0.023461,12999.89718,75.69489,1,2018-09-05 18:34:18.242902+00:00,2018-09-05 18:34:18.262383+00:00
spoc,140068425,00140.01,PC,330.301574,-49.060026,9.806,0.041,1327.399305,0.001311,2.28139,0.000207,0.859711,0.116683,1077.390775,98.91284,1,2018-09-05 18:34:18.206058+00:00,2018-09-05 18:34:18.225854+00:00
spoc,403224672,00141.01,PC,338.984609,-59.864489,7.358,0.018,1325.538528,0.001209,1.007908,8.5e-05,1.534232,0.161406,220.394479,10.559796,1,2018-09-05 18:34:18.169049+00:00,2018-09-05 18:34:18.188574+00:00
spoc,336732616,00103.01,PC,312.457438,-24.428796,11.464,0.018,1327.25256,0.000586,3.547854,0.000149,3.494333,0.049205,10424.3718,123.359314,1,2018-09-05 18:34:18.132123+00:00,2018-09-05 18:34:18.151571+00:00
spoc,25375553,00143.01,PC,328.767654,-22.612566,9.772,0.019,1325.58249,0.000343,2.310894,5.5e-05,3.422324,0.025078,6939.353936,46.406292,1,2018-09-05 18:34:18.057741+00:00,2018-09-05 18:34:18.077571+00:00
spoc,261136679,00144.01,PC,84.291198,-80.469143,5.097,0.063,1325.503694,0.003021,6.266571,0.001314,3.093161,0.20533,248.742811,21.850191,1,2018-09-05 18:34:18.015604+00:00,2018-09-05 18:34:18.040115+00:00
